kohde;jasen;tutkk;pkvp;pvknro;T1;tytyy;Vastaaja;sp;IKAL1;PERHEV;ELVAIHE1;TOIMINTA;ISCO3KA_2;TOLA8KA_2;SOSE;TYOAIKA;TKES;YLSIV;KASTE_2;suuralue2;kunry;TIHEYS;ASALUE;KOKO_2;ANSIOLKM_2;HDESI;V46
50232;2;3;2;1;1;2;1;2;6;4;6;1;12;11;4;2;NA;1;5;A;1;1.00;1;4+;2;6;0
50232;3;3;2;1;1;3;1;1;5;4;6;1;12;6;4;2;NA;2;3;A;1;1.00;1;4+;2;6;0
50232;4;3;2;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;1.00;1;4+;2;6;430
50233;1;10;6;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;D;2;0.40;1;2;0;5;0
50233;2;10;6;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;D;2;0.40;1;2;0;5;0
50234;1;6;7;1;1;2;1;2;7;2;8;1;6;15;4;2;NA;2;NA;B;1;0.50;1;1;1;7;0
50235;1;5;7;1;NA;;1;1;3;2;2;3;;;NA;NA;NA;1;3;B;1;1.00;1;1;0;1;0
50236;1;5;5;1;NA;;1;2;6;2;8;2;;;NA;NA;17;1;3;C;1;0.50;1;1;0;2;0
50237;1;5;7;1;NA;;1;1;7;3;7;2;;;NA;NA;NA;3;NA;C;3;0.60;3;3;2;5;0
50237;2;5;7;1;1;2;1;2;6;3;7;1;21;10;4;2;NA;3;NA;C;3;0.60;3;3;2;5;0
50238;1;2;6;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;D;2;0.40;3;2;0;3;0
50238;2;2;6;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;3;D;2;0.40;3;2;0;3;0
50239;1;5;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;2;6;C;1;0.33;1;2;1;7;0
50239;2;5;1;1;4;3;1;2;7;3;7;1;21;12;2;1;NA;2;NA;C;1;0.33;1;2;1;7;0
50240;1;2;7;1;NA;;1;1;7;2;8;5;;;NA;NA;NA;2;3;A;1;0.50;1;1;0;6;0
50241;1;5;2;1;NA;;1;1;9;2;8;5;;;NA;NA;NA;3;NA;B;2;0.33;3;1;0;2;0
50242;1;12;2;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;5;B;1;0.40;1;2;0;9;0
50242;2;12;2;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;3;B;1;0.40;1;2;0;9;0
50243;1;4;2;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;A;1;0.75;1;3;2;7;90
50243;2;4;2;1;1;1;1;1;6;4;6;1;2;6;4;2;NA;2;5;A;1;0.75;1;3;2;7;0
50243;3;4;2;1;1;2;1;2;6;4;6;1;15;3;4;2;NA;1;5;A;1;0.75;1;3;2;7;0
50244;1;2;5;1;1;3;1;1;6;4;5;1;7;9;5;2;NA;2;3;A;1;0.57;1;4+;2;5;0
50244;2;2;5;1;1;3;1;2;5;4;5;1;19;2;5;NA;NA;2;3;A;1;0.57;1;4+;2;5;0
50245;1;7;2;1;1;3;1;2;5;3;4;1;8;13;3;2;NA;1;78;C;1;0.67;1;2;2;10;0
50245;2;7;2;1;1;2;1;1;5;3;4;1;16;2;3;2;NA;1;6;C;1;0.67;1;2;2;10;0
50246;1;11;6;1;1;3;1;2;6;4;6;1;2;5;4;2;NA;3;3;A;1;0.60;1;3;2;6;0
50246;2;11;6;1;1;3;1;1;6;4;6;1;17;4;5;2;NA;2;NA;A;1;0.60;1;3;2;6;0
50246;3;11;6;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;A;1;0.60;1;3;2;6;270
50247;1;8;6;1;1;2;1;1;6;3;7;1;1;11;5;2;NA;3;NA;A;3;0.50;3;2;1;4;0
50247;2;8;6;1;NA;;1;2;6;3;7;2;;;NA;NA;NA;3;5;A;3;0.50;3;2;1;4;0
50248;1;10;5;1;1;1;1;1;7;3;7;1;11;11;3;2;NA;1;78;A;1;0.50;1;2;2;10;0
50248;2;10;5;1;1;1;2;2;7;3;7;1;1;1;4;NA;NA;1;5;A;1;0.50;1;2;2;10;0
50249;1;11;6;1;1;3;1;1;6;4;5;1;16;10;5;2;NA;2;3;B;1;0.75;1;3;2;8;0
50249;2;11;6;1;3;3;1;2;5;4;5;1;18;2;2;2;NA;2;3;B;1;0.75;1;3;2;8;0
50250;1;3;7;1;1;3;1;1;5;4;5;1;14;1;4;2;NA;2;3;C;1;1.00;2;4+;2;4;0
50250;2;3;7;1;1;1;1;2;5;4;5;1;15;3;4;2;NA;1;6;C;1;1.00;2;4+;2;4;0
50251;1;4;2;1;4;3;1;2;5;2;2;1;9;9;2;NA;NA;2;3;A;1;1.00;1;1;1;1;0
50252;1;2;1;1;2;3;1;1;5;4;6;1;1;2;1;NA;NA;2;3;A;1;1.00;3;4+;2;3;0
50252;2;2;1;1;1;3;1;2;5;4;6;1;8;4;5;2;NA;2;3;A;1;1.00;3;4+;2;3;0
50252;3;2;1;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;A;1;1.00;3;4+;2;3;0
50252;4;2;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;1.00;3;4+;2;3;90
50253;1;2;5;1;NA;;1;1;6;4;6;2;;;NA;NA;NA;2;3;B;3;0.80;2;4+;1;6;0
50253;2;2;5;1;1;2;1;2;6;4;6;1;10;5;3;2;NA;1;78;B;3;0.80;2;4+;1;6;0
50253;3;2;5;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;3;0.80;2;4+;1;6;410
50253;4;2;5;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;3;0.80;2;4+;1;6;350
50254;1;3;1;1;3;3;1;1;6;2;8;1;8;12;2;NA;NA;2;NA;A;1;0.50;1;1;1;1;0
50255;1;12;4;1;1;2;1;2;7;3;7;1;15;3;4;2;NA;1;3;B;1;1.00;1;2;1;7;0
50255;2;12;4;1;NA;;1;1;7;3;7;3;;;NA;NA;138;2;5;B;1;1.00;1;2;1;7;500
50256;1;11;2;1;1;2;1;1;7;3;7;1;1;9;3;2;NA;1;6;C;3;1.00;2;1;1;10;0
50257;1;8;1;1;NA;;1;1;6;4;6;7;;;NA;NA;NA;1;6;E;1;0.75;1;3;0;6;0
50258;1;7;1;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;B;1;1.00;1;3;2;7;0
50258;2;7;1;1;1;2;1;1;7;4;6;1;7;2;5;2;NA;3;3;B;1;1.00;1;3;2;7;0
50258;3;7;1;1;1;2;1;2;6;4;6;1;3;2;4;2;NA;1;3;B;1;1.00;1;3;2;7;0
50259;1;3;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;78;D;1;1.00;1;3;0;1;0
50260;1;6;6;1;NA;;1;1;3;1;1;2;;;NA;NA;NA;2;NA;B;2;0.50;1;2;0;1;0
50260;2;6;6;1;NA;;1;2;5;2;2;2;;;NA;NA;NA;2;3;B;2;0.50;1;2;0;1;0
50261;1;4;5;1;1;3;1;2;3;3;4;1;13;4;5;2;NA;1;3;B;1;1.00;1;2;2;8;0
50262;1;12;5;1;1;3;1;1;6;3;7;1;2;14;3;2;NA;1;6;B;1;0.50;1;1;1;10;0
50263;1;9;3;1;NA;;1;2;6;2;8;7;;;NA;NA;NA;2;3;A;1;1.00;1;2;0;3;0
50264;1;1;5;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;3;3;C;1;0.50;1;2;1;8;0
50264;2;1;5;1;1;3;1;1;6;3;7;1;10;14;3;2;NA;2;5;C;1;0.50;1;2;1;8;0
50265;1;12;2;1;NA;;1;1;3;1;1;3;;;NA;NA;NA;1;3;C;1;0.60;1;3;2;9;220
50266;1;4;1;1;4;3;1;1;4;2;2;1;16;2;2;2;NA;2;3;A;1;0.50;1;1;1;9;0
50267;1;5;2;1;NA;;1;1;8;2;8;5;;;NA;NA;NA;3;NA;B;1;0.33;2;1;0;5;0
50268;1;12;5;1;1;3;1;2;4;5;3;1;19;2;4;2;NA;1;6;C;1;1.00;1;2;1;4;0
50269;1;1;7;1;1;2;1;2;7;3;7;1;12;15;4;2;NA;3;NA;D;1;0.50;1;2;2;9;0
50269;2;1;7;1;1;2;1;1;7;3;7;1;6;11;4;2;NA;3;5;D;1;0.50;1;2;2;9;0
50270;1;4;5;1;1;2;1;2;4;1;1;1;12;12;5;2;NA;2;3;C;2;0.50;3;3;1;7;0
50270;2;4;5;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;1;5;C;2;0.50;3;3;1;7;0
50270;3;4;5;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;5;C;2;0.50;3;3;1;7;0
50271;1;2;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;B;3;0.40;3;2;0;5;0
50271;2;2;7;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;5;B;3;0.40;3;2;0;5;0
50272;1;7;5;1;2;3;1;1;7;3;7;1;2;4;1;2;NA;2;3;A;1;0.60;1;3;3;9;0
50272;2;7;5;1;1;2;1;2;6;3;7;1;14;1;3;2;NA;2;5;A;1;0.60;1;3;3;9;0
50273;1;7;1;1;1;3;1;1;6;4;6;1;3;2;5;2;NA;1;5;A;1;1.00;1;4+;1;4;0
50274;1;2;7;1;1;3;1;1;5;3;4;1;10;3;3;2;NA;1;6;E;1;1.00;1;2;2;8;80
50274;2;2;7;1;1;3;1;1;6;3;7;1;12;13;4;2;NA;1;78;E;1;1.00;1;2;2;8;70
50275;1;1;6;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;3;A;1;1.00;1;1;0;4;0
50276;1;10;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;B;2;0.33;1;1;0;3;0
50277;1;11;1;1;NA;;1;1;4;4;5;3;;;NA;NA;NA;2;NA;B;1;2.00;1;4+;0;1;120
50277;2;11;1;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;2;3;B;1;2.00;1;4+;0;1;0
50278;1;8;7;1;NA;;1;2;6;3;7;4;;;NA;NA;NA;2;NA;E;3;0.50;3;2;1;4;0
50278;2;8;7;1;1;3;1;1;6;3;7;1;16;2;5;2;NA;2;3;E;3;0.50;3;2;1;4;0
50279;1;12;1;1;1;2;1;2;7;2;8;1;10;12;3;2;NA;2;3;A;2;0.33;3;1;1;8;0
50280;1;12;5;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;C;2;0.67;1;2;0;3;0
50281;1;1;2;1;1;2;1;2;5;4;6;1;4;13;3;2;NA;1;6;E;3;1.00;3;4+;2;6;0
50281;2;1;2;1;1;3;1;1;5;4;6;1;3;7;5;2;NA;2;5;E;3;1.00;3;4+;2;6;0
50281;3;1;2;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;E;3;1.00;3;4+;2;6;470
50281;4;1;2;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;E;3;1.00;3;4+;2;6;420
50282;1;12;1;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;A;2;0.83;3;4+;2;1;70
50282;2;12;1;1;3;3;1;1;6;4;5;1;1;5;2;2;NA;2;3;A;2;0.83;3;4+;2;1;0
50282;3;12;1;1;1;3;1;2;5;4;5;1;9;10;4;2;NA;1;3;A;2;0.83;3;4+;2;1;0
50283;1;1;3;1;1;2;1;2;6;4;6;1;15;3;3;2;NA;1;6;A;1;tammi.50;1;4+;1;7;0
50284;1;4;3;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;D;3;0.40;1;2;0;2;0
50285;1;8;6;1;1;2;1;2;7;3;7;1;21;13;3;2;NA;3;5;B;1;0.33;1;2;2;10;0
50285;2;8;6;1;1;3;1;1;6;3;7;1;3;9;3;2;NA;1;6;B;1;0.33;1;2;2;10;0
50286;1;5;7;1;NA;;1;1;4;2;2;2;;;NA;NA;NA;2;3;B;2;1.00;1;1;0;1;0
50287;1;11;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;78;D;3;0.33;3;2;0;8;20
50287;2;11;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;2;3;D;3;0.33;3;2;0;8;80
50288;1;6;3;1;NA;;3;2;6;4;6;1;;;NA;NA;NA;NA;3;A;1;0.67;1;2;2;5;0
50289;1;1;5;1;NA;;1;1;6;3;7;2;;;NA;NA;NA;3;NA;B;1;1.00;1;2;1;3;0
50289;2;1;5;1;1;3;1;2;6;3;7;1;10;5;5;2;NA;3;NA;B;1;1.00;1;2;1;3;0
50290;1;3;6;1;1;3;1;1;5;2;2;1;8;13;5;1;NA;2;NA;B;3;0.50;2;1;1;2;0
50291;1;11;6;1;1;2;1;2;7;2;8;1;20;2;5;1;NA;3;3;D;3;0.25;3;1;1;5;200
50292;1;5;1;1;4;3;1;1;6;2;8;1;5;12;2;2;NA;2;3;B;1;0.50;1;1;1;2;0
50293;1;7;6;1;1;2;1;2;6;3;7;1;12;13;4;2;NA;2;3;E;3;0.50;2;2;1;8;0
50294;1;7;5;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;A;3;0.67;3;2;0;2;0
50294;2;7;5;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;A;3;0.67;3;2;0;2;0
50295;1;12;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;5;A;1;0.40;1;2;0;8;0
50295;2;12;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;78;A;1;0.40;1;2;0;8;0
50296;1;3;7;1;1;3;1;1;4;4;5;1;1;4;5;2;NA;2;3;A;3;1.00;2;4+;1;2;0
50296;2;3;7;1;NA;;1;2;3;4;5;6;;;NA;NA;NA;1;NA;A;3;1.00;2;4+;1;2;0
50297;1;5;1;1;1;3;1;1;5;4;5;1;21;6;4;2;NA;1;78;A;1;1.00;3;4+;2;3;0
50297;2;5;1;1;3;3;1;2;5;4;5;1;2;3;2;1;NA;1;78;A;1;1.00;3;4+;2;3;0
50298;1;12;6;1;NA;;1;2;4;2;2;3;;;NA;NA;NA;1;6;A;1;0.50;1;1;0;1;170
50299;1;2;2;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;E;1;0.50;1;2;0;6;0
50300;1;8;7;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;3;NA;D;1;1.00;3;2;0;4;0
50300;2;8;7;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;NA;D;1;1.00;3;2;0;4;0
50301;1;8;7;1;7;2;1;2;5;4;5;1;15;2;6;2;NA;2;3;B;1;tammi.50;1;4+;4+;1;0
50301;2;8;7;1;1;3;1;1;6;4;5;1;5;12;3;2;NA;2;6;B;1;tammi.50;1;4+;4+;1;0
50301;3;8;7;1;1;3;1;1;2;1;1;1;12;13;5;1;NA;2;NA;B;1;tammi.50;1;4+;4+;1;60
50301;4;8;7;1;1;3;1;1;2;1;1;1;13;4;5;1;NA;3;NA;B;1;tammi.50;1;4+;4+;1;0
50301;5;8;7;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;tammi.50;1;4+;4+;1;0
50301;6;8;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;tammi.50;1;4+;4+;1;0
50302;1;4;3;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;B;2;1.00;1;2;0;4;0
50302;2;4;3;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;B;2;1.00;1;2;0;4;0
50303;1;8;7;1;1;3;1;1;3;1;1;1;14;1;4;2;NA;2;3;B;3;0.50;1;3;2;8;0
50304;1;2;2;1;1;3;1;2;7;3;7;1;7;2;4;1;NA;2;NA;A;3;0.50;3;2;1;6;0
50305;1;12;4;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;NA;B;2;0.50;1;2;1;6;0
50305;2;12;4;1;1;3;1;2;7;3;7;1;17;4;5;2;NA;2;NA;B;2;0.50;1;2;1;6;0
50306;1;12;6;1;1;2;1;2;5;4;5;1;3;3;3;2;NA;1;78;B;1;0.71;1;4+;2;3;0
50306;2;12;6;1;3;3;2;1;6;4;5;1;10;11;2;NA;NA;2;5;B;1;0.71;1;4+;2;3;0
50306;3;12;6;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.71;1;4+;2;3;330
50307;1;7;6;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;B;1;1.00;1;2;0;3;0
50308;1;10;1;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;3;NA;A;1;0.50;1;1;0;5;0
50309;1;1;1;1;1;3;1;2;6;3;7;1;12;13;4;2;NA;1;3;C;1;0.60;1;3;1;9;0
50310;1;6;1;1;1;3;1;1;6;3;7;1;10;5;5;2;NA;3;3;B;1;1.00;1;2;1;6;0
50310;2;6;1;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;NA;B;1;1.00;1;2;1;6;0
50311;1;4;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;2;3;B;1;0.75;3;3;2;2;0
50311;2;4;7;1;2;3;1;1;5;1;1;1;13;2;1;2;NA;2;3;B;1;0.75;3;3;2;2;0
50312;1;1;7;1;1;3;1;2;7;3;7;1;12;13;5;1;NA;3;3;E;1;0.33;3;2;1;8;0
50312;2;1;7;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;NA;E;1;0.33;3;2;1;8;0
50313;1;6;3;1;1;1;1;2;6;3;7;1;1;9;4;2;NA;1;5;A;1;0.67;1;2;2;10;0
50313;2;6;3;1;1;2;1;1;6;3;7;1;5;15;3;2;NA;2;78;A;1;0.67;1;2;2;10;210
50314;1;4;7;1;1;2;1;2;6;3;7;1;2;7;4;2;NA;3;3;B;1;0.67;1;2;2;8;0
50314;2;4;7;1;1;3;1;1;6;3;7;1;9;13;5;2;NA;3;3;B;1;0.67;1;2;2;8;0
50315;1;11;2;1;1;2;1;2;6;4;6;1;3;2;5;2;NA;2;3;C;2;1.00;1;4+;2;5;0
50315;2;11;2;1;1;1;2;1;6;4;6;1;2;4;5;NA;NA;3;3;C;2;1.00;1;4+;2;5;0
50315;3;11;2;1;NA;;2;1;2;1;1;3;;;NA;NA;NA;2;NA;C;2;1.00;1;4+;2;5;150
50315;4;11;2;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;C;2;1.00;1;4+;2;5;360
50316;1;4;7;1;NA;;1;2;3;3;4;2;;;NA;NA;44;2;3;B;3;1.00;3;2;1;2;0
50316;2;4;7;1;1;3;1;1;4;3;4;1;19;2;5;2;NA;2;3;B;3;1.00;3;2;1;2;0
50317;1;5;4;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;E;3;0.50;2;1;0;2;0
50318;1;11;1;1;1;3;1;1;4;3;4;1;3;2;3;2;NA;1;NA;C;1;1.00;1;2;1;6;0
50318;2;11;1;1;NA;;1;2;3;3;4;2;;;NA;NA;NA;1;3;C;1;1.00;1;2;1;6;0
50319;1;10;7;1;1;2;1;2;6;4;6;1;21;12;3;2;NA;1;78;C;3;0.80;3;4+;1;5;0
50319;2;10;7;1;NA;;2;1;8;4;6;5;;;NA;NA;NA;3;3;C;3;0.80;3;4+;1;5;0
50319;3;10;7;1;NA;;2;2;2;1;1;3;;;NA;NA;NA;2;NA;C;3;0.80;3;4+;1;5;0
50319;4;10;7;1;NA;;2;1;2;1;1;3;;;NA;NA;NA;2;NA;C;3;0.80;3;4+;1;5;0
50320;1;6;2;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;2;6;B;1;0.40;1;2;0;5;0
50320;2;6;2;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;B;1;0.40;1;2;0;5;0
50321;1;9;6;1;NA;;1;1;3;3;4;3;;;NA;NA;NA;1;3;B;1;1.00;1;2;0;2;0
50321;2;9;6;1;NA;;1;2;3;3;4;3;;;NA;NA;NA;1;3;B;1;1.00;1;2;0;2;0
50322;1;7;5;1;1;3;1;2;7;3;7;1;6;12;3;NA;NA;1;5;C;1;1.00;1;2;1;9;0
50322;2;7;5;1;NA;;2;1;7;3;7;5;;;NA;NA;NA;1;5;C;1;1.00;1;2;1;9;0
50323;1;2;1;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;2;NA;C;1;0.40;1;2;0;7;0
50324;1;7;7;1;1;3;1;1;5;4;5;1;8;13;4;2;NA;2;3;E;1;tammi.50;1;4+;2;1;0
50324;2;7;7;1;1;2;1;2;5;4;5;1;5;12;4;2;NA;1;5;E;1;tammi.50;1;4+;2;1;0
50325;1;5;1;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;E;3;0.67;2;2;0;2;0
50325;2;5;1;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;2;NA;E;3;0.67;2;2;0;2;0
50326;1;3;3;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;NA;C;1;0.67;1;2;0;6;0
50327;1;2;6;1;1;3;1;2;5;4;5;1;9;11;4;2;NA;1;3;A;3;0.67;2;4+;2;5;0
50327;2;2;6;1;1;3;1;1;5;4;5;1;8;13;5;2;NA;2;3;A;3;0.67;2;4+;2;5;0
50328;1;2;3;1;1;3;1;2;6;4;6;1;12;13;3;2;NA;1;78;E;1;0.60;1;3;2;10;0
50328;2;2;3;1;1;3;1;1;6;4;6;1;9;15;5;2;NA;2;3;E;1;0.60;1;3;2;10;0
50328;3;2;3;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;E;1;0.60;1;3;2;10;510
50329;1;9;3;1;NA;;1;1;4;3;4;2;;;NA;NA;36;1;6;A;1;1.00;1;2;1;8;0
50329;2;9;3;1;1;2;1;2;4;3;4;1;3;9;3;2;NA;1;78;A;1;1.00;1;2;1;8;0
50330;1;6;2;1;1;2;1;2;6;3;7;1;6;12;4;2;NA;2;NA;E;1;0.67;2;2;2;9;0
50330;2;6;2;1;1;3;1;1;7;3;7;1;3;2;3;2;NA;3;5;E;1;0.67;2;2;2;9;0
50331;1;1;1;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;1;3;E;1;tammi.50;2;3;1;3;0
50332;1;5;1;1;1;2;1;2;7;3;7;1;9;9;5;2;NA;3;3;E;1;1.00;1;1;1;3;0
50333;1;9;7;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;B;2;0.60;3;3;2;7;0
50333;2;9;7;1;1;2;1;1;6;3;7;1;14;1;3;2;NA;3;3;B;2;0.60;3;3;2;7;0
50333;3;9;7;1;3;3;1;2;6;3;7;1;9;11;2;2;NA;3;3;B;2;0.60;3;3;2;7;0
50334;1;7;4;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;1;6;A;1;1.00;1;3;0;4;0
50335;1;9;2;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;2;NA;C;1;0.67;1;2;0;7;0
50335;2;9;2;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;5;C;1;0.67;1;2;0;7;0
50336;1;9;1;1;NA;;1;1;3;3;4;3;;;NA;NA;NA;2;3;E;1;0.67;1;2;0;1;260
50337;1;9;5;1;NA;;1;2;4;3;4;3;;;NA;NA;NA;1;6;C;1;1.00;1;1;0;4;280
50338;1;6;5;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;D;1;0.67;1;2;0;5;0
50338;2;6;5;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;2;NA;D;1;0.67;1;2;0;5;0
50339;1;11;7;1;1;3;1;2;7;3;7;1;14;1;4;2;NA;3;3;D;1;0.50;1;2;2;9;0
50340;1;3;6;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;1;3;B;1;0.50;1;1;0;2;0
50341;1;9;4;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;E;1;0.50;1;1;0;2;0
50342;1;11;1;1;3;3;1;1;8;3;7;1;14;1;2;2;NA;1;78;A;1;0.33;1;2;2;10;0
50342;2;11;1;1;3;3;1;2;8;3;7;1;1;3;2;1;NA;1;78;A;1;0.33;1;2;2;10;0
50343;1;5;1;1;1;1;2;2;3;3;4;1;9;2;3;NA;NA;1;78;A;2;1.00;2;2;2;6;0
50343;2;5;1;1;1;1;1;1;4;3;4;1;16;4;3;2;NA;1;78;A;2;1.00;2;2;2;6;0
50344;1;12;4;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;2;5;D;1;0.33;1;1;0;9;0
50345;1;10;4;1;3;3;1;1;6;3;7;1;9;11;2;2;NA;2;3;A;1;0.33;1;2;2;10;0
50345;2;10;4;1;1;3;1;2;6;3;7;1;12;13;5;2;NA;2;3;A;1;0.33;1;2;2;10;0
50346;1;12;6;1;1;3;1;2;7;3;7;1;21;13;4;2;NA;3;NA;B;2;0.50;3;2;2;7;0
50346;2;12;6;1;1;3;2;1;7;3;7;1;5;12;5;NA;NA;3;3;B;2;0.50;3;2;2;7;0
50347;1;3;1;1;1;2;1;2;6;4;6;1;5;9;3;2;NA;2;3;E;2;0.60;3;3;1;6;0
50347;2;3;1;1;NA;;1;1;6;4;6;2;;;NA;NA;3;1;5;E;2;0.60;3;3;1;6;0
50347;3;3;1;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;E;2;0.60;3;3;1;6;0
50348;1;10;7;1;1;2;1;2;5;4;6;1;1;2;4;2;NA;2;3;D;1;0.71;1;4+;1;4;0
50348;2;10;7;1;NA;;2;1;1;1;1;3;;;NA;NA;NA;3;NA;D;1;0.71;1;4+;1;4;0
50348;3;10;7;1;NA;;2;1;1;1;1;3;;;NA;NA;NA;3;NA;D;1;0.71;1;4+;1;4;0
50349;1;1;5;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;3;C;1;1.00;1;2;1;8;0
50349;2;1;5;1;1;3;2;2;7;3;7;1;7;2;3;NA;NA;1;5;C;1;1.00;1;2;1;8;0
